id;time;agent;agentid;state;radius;x;y;z;cellpart;cellpart_id;
4;0;FungalCellAlveolus;0;FungalOnAEC1;1.39;-108.037;-40.3696;16.4476;Mothercell;basic;
4;30;FungalCellAlveolus;0;OnAEC1Swelling;1.39805;-108.037;-40.3696;16.4476;Mothercell;basic;
4;60;FungalCellAlveolus;0;OnAEC1Swelling;1.41416;-108.037;-40.3696;16.4476;Mothercell;basic;
4;90;FungalCellAlveolus;0;OnAEC1Swelling;1.46005;-108.037;-40.3696;16.4476;Mothercell;basic;
4;120;FungalCellAlveolus;0;OnAEC1Swelling;1.57516;-108.037;-40.3696;16.4476;Mothercell;basic;
4;150;FungalCellAlveolus;0;OnAEC1Swelling;1.79048;-108.037;-40.3696;16.4476;Mothercell;basic;
4;180;FungalCellAlveolus;0;OnAEC1Swelling;2.03627;-108.037;-40.3696;16.4476;Mothercell;basic;
4;210;FungalCellAlveolus;0;OnAEC1Swelling;2.19832;-108.037;-40.3696;16.4476;Mothercell;basic;
4;240;FungalCellAlveolus;0;OnAEC1Swelling;2.27035;-108.037;-40.3696;16.4476;Mothercell;basic;
4;270;FungalCellAlveolus;0;OnAEC1Swelling;2.29669;-108.037;-40.3696;16.4476;Mothercell;basic;
4;300;FungalCellAlveolus;0;OnAEC1Swelling;2.30562;-108.037;-40.3696;16.4476;Mothercell;basic;
4;330;FungalCellAlveolus;0;OnAEC1Swelling;2.30857;-108.037;-40.3696;16.4476;Mothercell;basic;
4;360;FungalCellAlveolus;0;OnAEC1Swelling;2.30953;-108.037;-40.3696;16.4476;Mothercell;basic;
4;390;FungalCellAlveolus;0;OnAEC1Swelling;2.30985;-108.037;-40.3696;16.4476;Mothercell;basic;
4;420;FungalCellAlveolus;0;OnAEC1Swelling;2.30995;-108.037;-40.3696;16.4476;Mothercell;basic;
4;450;FungalCellAlveolus;0;OnAEC1Swelling;2.30998;-108.037;-40.3696;16.4476;Mothercell;basic;
4;480;FungalCellAlveolus;0;OnAEC1Swelling;2.30999;-108.037;-40.3696;16.4476;Mothercell;basic;
5;0;FungalCellAlveolus;0;FungalOnAEC1;1.39;7.78029;-113.025;27.1477;Mothercell;basic;
5;30;FungalCellAlveolus;0;OnAEC1Swelling;1.39802;7.78029;-113.025;27.1477;Mothercell;basic;
5;60;FungalCellAlveolus;0;OnAEC1Swelling;1.41407;7.78029;-113.025;27.1477;Mothercell;basic;
5;90;FungalCellAlveolus;0;OnAEC1Swelling;1.45981;7.78029;-113.025;27.1477;Mothercell;basic;
5;120;FungalCellAlveolus;0;OnAEC1Swelling;1.57461;7.78029;-113.025;27.1477;Mothercell;basic;
5;150;FungalCellAlveolus;0;OnAEC1Swelling;1.78964;7.78029;-113.025;27.1477;Mothercell;basic;
5;180;FungalCellAlveolus;0;OnAEC1Swelling;2.03555;7.78029;-113.025;27.1477;Mothercell;basic;
