id;time;agent;agentid;state;radius;x;y;z;cellpart;cellpart_id;
11;330;FungalCellAlveolus;0;OnAEC1Swelling;2.30857;-100.062;37.3086;46.5604;Mothercell;basic;
11;360;FungalCellAlveolus;0;OnAEC1Swelling;2.30953;-100.062;37.3086;46.5604;Mothercell;basic;
11;390;FungalCellAlveolus;0;OnAEC1Swelling;2.30985;-100.062;37.3086;46.5604;Mothercell;basic;
11;420;FungalCellAlveolus;0;OnAEC1Swelling;2.30995;-100.062;37.3086;46.5604;Mothercell;basic;
11;450;FungalCellAlveolus;0;OnAEC1Swelling;2.30998;-100.062;37.3086;46.5604;Mothercell;basic;
11;480;FungalCellAlveolus;0;OnAEC1Swelling;2.30999;-100.062;37.3086;46.5604;Mothercell;basic;
12;0;FungalCellAlveolus;0;FungalOnAEC1;1.39;17.6193;-8.83926;-114.82;Mothercell;basic;
12;30;FungalCellAlveolus;0;OnAEC1Swelling;1.39802;17.6193;-8.83926;-114.82;Mothercell;basic;
12;60;FungalCellAlveolus;0;OnAEC1Swelling;1.41407;17.6193;-8.83926;-114.82;Mothercell;basic;
12;90;FungalCellAlveolus;0;OnAEC1Swelling;1.45981;17.6193;-8.83926;-114.82;Mothercell;basic;
12;120;FungalCellAlveolus;0;OnAEC1Swelling;1.57461;17.6193;-8.83926;-114.82;Mothercell;basic;
12;150;FungalCellAlveolus;0;OnAEC1Swelling;1.78964;17.6193;-8.83926;-114.82;Mothercell;basic;
12;180;FungalCellAlveolus;0;OnAEC1Swelling;2.03555;17.6193;-8.83926;-114.82;Mothercell;basic;
12;210;FungalCellAlveolus;0;OnAEC1Swelling;2.19795;17.6193;-8.83926;-114.82;Mothercell;basic;
12;240;FungalCellAlveolus;0;OnAEC1Swelling;2.2702;17.6193;-8.83926;-114.82;Mothercell;basic;
12;270;FungalCellAlveolus;0;OnAEC1Swelling;2.29664;17.6193;-8.83926;-114.82;Mothercell;basic;
12;300;FungalCellAlveolus;0;OnAEC1Swelling;2.3056;17.6193;-8.83926;-114.82;Mothercell;basic;
12;330;FungalCellAlveolus;0;OnAEC1Swelling;2.30856;17.6193;-8.83926;-114.82;Mothercell;basic;
12;360;FungalCellAlveolus;0;OnAEC1Swelling;2.30953;17.6193;-8.83926;-114.82;Mothercell;basic;
12;390;FungalCellAlveolus;0;OnAEC1Swelling;2.30985;17.6193;-8.83926;-114.82;Mothercell;basic;
12;420;FungalCellAlveolus;0;OnAEC1Swelling;2.30995;17.6193;-8.83926;-114.82;Mothercell;basic;
12;450;FungalCellAlveolus;0;OnAEC1Swelling;2.30998;17.6193;-8.83926;-114.82;Mothercell;basic;
12;480;FungalCellAlveolus;0;OnAEC1Swelling;2.30999;17.6193;-8.83926;-114.82;Mothercell;basic;
13;0;FungalCellAlveolus;0;FungalOnAEC1;1.39;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;30;FungalCellAlveolus;0;OnAEC1Swelling;1.39805;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;60;FungalCellAlveolus;0;OnAEC1Swelling;1.41416;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;90;FungalCellAlveolus;0;OnAEC1Swelling;1.46005;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;120;FungalCellAlveolus;0;OnAEC1Swelling;1.57516;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;150;FungalCellAlveolus;0;OnAEC1Swelling;1.79048;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;180;FungalCellAlveolus;0;OnAEC1Swelling;2.03627;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;210;FungalCellAlveolus;0;OnAEC1Swelling;2.19832;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;240;FungalCellAlveolus;0;OnAEC1Swelling;2.27035;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;270;FungalCellAlveolus;0;OnAEC1Swelling;2.29669;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;300;FungalCellAlveolus;0;OnAEC1Swelling;2.30562;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;330;FungalCellAlveolus;0;OnAEC1Swelling;2.30857;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;360;FungalCellAlveolus;0;OnAEC1Swelling;2.30953;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;390;FungalCellAlveolus;0;OnAEC1Swelling;2.30985;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;420;FungalCellAlveolus;0;OnAEC1Swelling;2.30995;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;450;FungalCellAlveolus;0;OnAEC1Swelling;2.30998;-3.45927;-14.8702;-115.495;Mothercell;basic;
13;480;FungalCellAlveolus;0;OnAEC1Swelling;2.30999;-3.45927;-14.8702;-115.495;Mothercell;basic;
14;0;FungalCellAlveolus;0;OnAEC1Swelling;1.39;99.3442;-49.9931;34.694;Mothercell;basic;
14;30;FungalCellAlveolus;0;OnAEC1Swelling;1.39805;99.3442;-49.9931;34.694;Mothercell;basic;
14;60;FungalCellAlveolus;0;OnAEC1Swelling;1.41416;99.3442;-49.9931;34.694;Mothercell;basic;
14;90;FungalCellAlveolus;0;OnAEC1Swelling;1.46005;99.3442;-49.9931;34.694;Mothercell;basic;
14;120;FungalCellAlveolus;0;OnAEC1Swelling;1.57516;99.3442;-49.9931;34.694;Mothercell;basic;
14;150;FungalCellAlveolus;0;OnAEC1Swelling;1.79048;99.3442;-49.9931;34.694;Mothercell;basic;
14;180;FungalCellAlveolus;0;OnAEC1Swelling;2.03627;99.3442;-49.9931;34.694;Mothercell;basic;
14;210;FungalCellAlveolus;0;OnAEC1Swelling;2.19832;99.3442;-49.9931;34.694;Mothercell;basic;
14;240;FungalCellAlveolus;0;OnAEC1Swelling;2.27035;99.3442;-49.9931;34.694;Mothercell;basic;
14;270;FungalCellAlveolus;0;OnAEC1Swelling;2.29669;99.3442;-49.9931;34.694;Mothercell;basic;
14;300;FungalCellAlveolus;0;OnAEC1Swelling;2.30562;99.3442;-49.9931;34.694;Mothercell;basic;
14;330;FungalCellAlveolus;0;OnAEC1Swelling;2.30857;99.3442;-49.9931;34.694;Mothercell;basic;
14;360;FungalCellAlveolus;0;OnAEC1Swelling;2.30953;99.3442;-49.9931;34.694;Mothercell;basic;
14;390;FungalCellAlveolus;0;OnAEC1Swelling;2.30985;99.3442;-49.9931;34.694;Mothercell;basic;
