id;time;agent;agentid;state;radius;x;y;z;cellpart;cellpart_id;
1;0;FungalCellAlveolus;13;OnAEC1Swelling;1.39;36.1796;-110.737;-0.701854;Mothercell;basic;
1;30;FungalCellAlveolus;13;OnAEC1Swelling;1.39805;36.1796;-110.737;-0.701854;Mothercell;basic;
1;60;FungalCellAlveolus;13;OnAEC1Swelling;1.41416;36.1796;-110.737;-0.701854;Mothercell;basic;
1;90;FungalCellAlveolus;13;OnAEC1Swelling;1.46005;36.1796;-110.737;-0.701854;Mothercell;basic;
1;120;FungalCellAlveolus;13;OnAEC1Swelling;1.57516;36.1796;-110.737;-0.701854;Mothercell;basic;
1;150;FungalCellAlveolus;13;OnAEC1Swelling;1.79048;36.1796;-110.737;-0.701854;Mothercell;basic;
1;180;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;210;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;240;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;270;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;300;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;330;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;360;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;390;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;420;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;450;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
1;480;FungalCellAlveolus;13;UptakenByAEC1;0.999126;36.7759;-112.563;-0.713421;Mothercell;basic;
